,id,original_title,title,original_language,overview,release_date,popularity,vote_count,vote_average,runtime,adult,genre_names
99,774021,Demonic,Demonic,en,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,2021-07-29,110.83,153,4.9,104,FALSE,"Drama, Horror, Science Fiction"
100,22894,Legion,Legion,en,"When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",2010-01-21,110.404,2190,5.8,100,FALSE,"Action, Fantasy, Horror"
101,663712,Terrifier 2,Terrifier 2,en,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",2022-10-06,109.994,1,8,138,FALSE,"Horror, Thriller"
102,948,Halloween,Halloween,en,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",1978-10-24,109.29,4421,7.6,91,FALSE,"Horror, Thriller"
103,10585,Child's Play,Child's Play,en,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",1988-11-09,108.342,2335,6.6,87,FALSE,Horror
104,139038,A Haunted House,A Haunted House,en,"Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years.",2013-01-11,108.186,1499,5.8,86,FALSE,"Comedy, Horror"
105,442249,The First Purge,The First Purge,en,"To push the crime rate below one percent for the rest of the year, the New Founding Fathers of America test a sociological theory that vents aggression for one night in one isolated community. But when the violence of oppressors meets the rage of the others, the contagion will explode from the trial-city borders and spread across the nation.",2018-07-04,108.11,3413,6,97,FALSE,"Action, Horror, Thriller"
106,346364,It,It,en,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",2017-09-06,106.786,16900,7.2,135,FALSE,"Fantasy, Horror"
107,998340,Smile,Smile,en,"Smile follows the story of Mr O'Shea, a psychotic, short tempered Middle aged man mourning the recent loss of his family. We follow him and see how he deals with an average day of his life as he has no patience and will do regrettable things without thinking twice about the consequences.",2016-11-16,106.579,0,0,15,FALSE,Horror
108,280002,The Remaining,The Remaining,en,"When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.",2014-08-25,106.016,285,5.7,88,FALSE,"Horror, Thriller"
109,591274,Fear Street: 1978,Fear Street: 1978,en,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",2021-07-08,105.156,1406,7.3,110,FALSE,"Fantasy, Horror, Mystery"
110,760195,Separation,Separation,en,A young girl finds solace in her artist father and the ghost of her dead mother.,2021-04-30,104.611,161,5.8,107,FALSE,"Drama, Horror"
111,768447,Motherly,Motherly,en,"Kate and her daughter Beth live alone in an isolated farmhouse in the woods, but when Kate slowly begins to suspect that something sinister is happening, her motherly instincts are put to the test.",2022-08-04,104.32,8,6,90,FALSE,"Horror, Thriller"
112,843906,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,en,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",2021-09-14,103.618,318,8.1,72,FALSE,"Animation, Comedy, Family, Fantasy, Horror, Mystery"
113,879497,Smile,Smile,en,"When a young woman struggles to smile, her depression becomes something truly monstrous.",2022-08-17,103.393,2,4,7,FALSE,Horror
114,72331,Abraham Lincoln: Vampire Hunter,Abraham Lincoln: Vampire Hunter,en,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",2012-06-20,103,2855,5.7,94,FALSE,"Action, Fantasy, Horror"
115,913290,Barbarian,Barbarian,en,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway, but soon discovers that there is much more to be afraid of in the house than the other guest.",2022-09-08,102.826,61,7.2,103,FALSE,"Horror, Mystery, Thriller"
116,11249,Seed of Chucky,Seed of Chucky,en,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",2004-11-11,102.731,1252,5.4,87,FALSE,"Comedy, Horror"
117,40012,Raising Jeffrey Dahmer,Raising Jeffrey Dahmer,en,"Based on the true story of the mass murderer Jeffrey Dahmer, the events within the family behind, and leading up to, his capture",2006-04-13,102.665,4,6.8,100,FALSE,"Drama, Horror"
118,9552,The Exorcist,The Exorcist,en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",1973-12-26,101.991,6535,7.7,122,FALSE,Horror
119,723072,Host,Host,en,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realize they might not survive the night.",2020-12-04,101.167,599,6.5,57,FALSE,"Horror, Mystery, Thriller"
120,503736,Army of the Dead,Army of the Dead,en,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",2021-05-14,99.777,3233,6.3,148,FALSE,"Action, Crime, Horror, Thriller"
121,871964,W lesie dziś nie zaśnie nikt 2,Nobody Sleeps in the Woods Tonight 2,pl,"When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",2021-10-27,99.361,244,4.7,97,FALSE,"Comedy, Horror, Thriller"
122,11186,Child's Play 2,Child's Play 2,en,"When Andy’s mother is admitted to a psychiatric hospital, the young boy is placed in foster care, andChucky, determined to claim Andy's soul, is not far behind.",1990-11-09,97.858,1434,6.2,84,FALSE,"Horror, Thriller"
123,2082,Halloween,Halloween,en,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",2007-08-31,97.161,1873,6.2,109,FALSE,Horror
124,676845,Juega Conmigo,Come Play With Me,es,"Sofia, an insecure young woman, begins babysitting two troublesome siblings that turn her job into a complete living hell. That is until a devilish presence starts messing with the trio and they must band together to fight the demon away.",2021-02-25,96.667,155,7,80,FALSE,Horror
125,617708,La Llorona,La Llorona,es,"Accused of the genocide of Mayan people, retired general Enrique is trapped in his mansion by massive protests. Abandoned by his staff, the indignant old man and his family must face the devastating truth of his actions and the growing sense that a wrathful supernatural force is targeting them for his crimes.",2019-07-25,96.391,271,6.4,97,FALSE,"Drama, Horror, Thriller"
126,630240,Titane,Titane,fr,"A woman with a metal plate in her head from a childhood car accident embarks on a bizarre journey, bringing her into contact with a firefighter who's reunited with his missing son after 10 years.",2021-07-14,96.198,903,6.5,108,FALSE,"Drama, Horror, Thriller"
127,839436,Dragon Fury,Dragon Fury,en,A group of soldiers are taken to the mountains of Wales to investigate a strange looking monster.,2021-06-15,96.114,38,6,88,FALSE,"Fantasy, Horror, Mystery"
128,25769,Carriers,Carriers,en,"A deadly virus has spread across the globe. Contagion is everywhere, no one is safe, and no one can be trusted. Four friends race through the back roads of the American West on their way to a secluded utopian beach in the Gulf of Mexico where they could peacefully wait out the pandemic. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal their fates.",2009-09-04,95.417,1174,6.1,84,FALSE,"Action, Drama, Horror, Science Fiction, Thriller"
129,396535,부산행,Train to Busan,ko,"When a zombie virus pushes Korea into a state of emergency, those trapped on an express train to Busan must fight for their own survival.",2016-07-20,94.624,5939,7.8,118,FALSE,"Action, Horror, Science Fiction, Thriller"
130,176,Saw,Saw,en,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",2004-10-01,93.053,7650,7.4,103,FALSE,"Crime, Horror, Mystery"
131,895001,ปริศนารูหลอน,The Whole Truth,th,"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.",2021-12-02,92.637,148,6.3,125,FALSE,"Drama, Horror, Mystery, Thriller"
132,70112,Dahmer vs. Gacy,Dahmer vs. Gacy,en,"A secret government lab run by Dr. Hess (Art LaFleur) has been trying to create the ultimate killer using the DNA of infamous killers Jeffrey Dahmer (Ford Austin) and John Wayne Gacy (Randal Malone), but there’s one big problem: they’ve escaped! Bloody mayhem stretches across the United States as they go on the ultimate killing spree. Trying to stop the maniacal madness is Ringo (Ford Austin), a hick warrior being trained by God (Harland Williams), using only a shotgun and a bottle of whiskey. In his road trip to hell, he must first fight off his own demons, not to mention an army of Japanese ninjas and a Super-serial killer (Ethan Phillips)! It all leads up to the ultimate showdown!",2010-04-24,91.27,5,1.8,90,FALSE,"Comedy, Horror"
133,316727,The Purge: Election Year,The Purge: Election Year,en,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.",2016-06-29,91.119,4614,6.4,105,FALSE,"Action, Horror, Thriller"
134,480414,The Curse of La Llorona,The Curse of La Llorona,en,A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.,2019-04-17,90.991,1998,5.7,93,FALSE,"Horror, Thriller"
135,47044,The Secret Life: Jeffrey Dahmer,The Secret Life: Jeffrey Dahmer,en,"Based on the life of notorious serial killer Jeffrey Dahmer, who murdered 17 men and ate many of them before he was caught in 1991.",1993-01-01,90.394,16,5.2,99,FALSE,"Drama, Horror, Thriller"
136,739990,Nightbooks,Nightbooks,en,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",2021-09-15,90.055,274,6.4,103,FALSE,"Family, Fantasy, Horror"
137,9902,Wrong Turn,Wrong Turn,en,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",2003-05-30,90.04,2127,6.3,84,FALSE,"Horror, Thriller"
138,861057,Swim,Swim,en,"A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",2021-08-13,89.783,37,6.5,87,FALSE,"Action, Horror"
139,11187,Child's Play 3,Child's Play 3,en,"Eight years have passed since the events of the second film. Chucky has been resurrected once again and seeks revenge on Andy, his former owner, who is now a teenager enrolled in military school.",1991-08-30,89.455,1234,5.9,90,FALSE,"Horror, Thriller"
140,338947,Hellraiser,Hellraiser,en,"A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.",2022-09-28,89.225,22,5.8,121,FALSE,"Horror, Mystery"
141,514847,The Hunt,The Hunt,en,"Twelve strangers wake up in a clearing. They don't know where they are—or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted turns the tables on her pursuers.",2020-03-11,88.978,2477,6.7,90,FALSE,"Action, Horror, Thriller"
142,521029,Annabelle Comes Home,Annabelle Comes Home,en,"Determined to keep Annabelle from wreaking more havoc, demonologists Ed and Lorraine Warren bring the possessed doll to the locked artifacts room in their home, placing her “safely” behind sacred glass and enlisting a priest’s holy blessing. But an unholy night of horror awaits as Annabelle awakens the evil spirits in the room, who all set their sights on a new target—the Warrens' ten-year-old daughter, Judy, and her friends.",2019-06-26,88.826,2870,6.4,106,FALSE,"Horror, Mystery, Thriller"
143,619778,Malignant,Malignant,en,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",2021-09-01,88.071,1647,6.9,111,FALSE,"Horror, Mystery, Thriller"
144,776797,哭悲,The Sadness,zh,"A young couple is pushed to the limits of sanity as they attempt to be reunited amid the chaos of a pandemic outbreak. The streets erupt into violence and depravity, as those infected are driven to enact the most cruel and ghastly things imaginable.",2021-01-22,87.317,366,6.7,99,FALSE,"Horror, Thriller"
145,676547,Prey for the Devil,Prey for the Devil,en,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",2022-10-26,86.758,0,0,93,FALSE,"Horror, Thriller"
146,675024,El Exorcismo de Carmen Farías,The Exorcism of Carmen Farias,es,"Carmen, a brave journalist, discovers soon after her mother's death that she has inherited her grandma's house. She decides to move there without knowing it hides dark secrets.",2021-05-05,86.707,93,6.1,93,FALSE,Horror
147,9373,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,en,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",2003-05-21,86.118,2163,6.2,98,FALSE,Horror
148,381288,Split,Split,en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",2016-11-15,85.707,15360,7.3,117,FALSE,"Horror, Thriller"
149,301804,Before I Wake,Before I Wake,en,An orphaned child's dreams—and nightmares—manifest physically as he sleeps.,2016-04-07,84.773,1560,6.4,97,FALSE,"Drama, Fantasy, Horror, Thriller"
150,493922,Hereditary,Hereditary,en,"When Ellen, the matriarch of the Graham family, passes away, her daughter's family begins to unravel cryptic and increasingly terrifying secrets about their ancestry.",2018-06-07,84.709,6057,7.3,128,FALSE,"Horror, Mystery, Thriller"
151,9532,Final Destination,Final Destination,en,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one.",2000-03-17,83.626,4585,6.6,98,FALSE,Horror
152,167032,Curse of Chucky,Curse of Chucky,en,"After the passing of her mother, Nica Pierce, a young woman in a wheelchair, is forced to deal with her sister, brother-in-law, niece and their nanny as they say their goodbyes to mother. But when people start turning up dead, Nica discovers the culprit might be a strange doll she received a few days earlier.",2013-10-04,82.858,1280,5.9,97,FALSE,"Horror, Thriller"
153,533642,Child's Play,Child's Play,en,"Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.",2019-06-19,82.168,1608,6,90,FALSE,Horror
154,576845,Last Night in Soho,Last Night in Soho,en,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",2021-10-21,81.785,2031,7.5,117,FALSE,"Fantasy, Horror, Mystery, Thriller"
155,158015,The Purge,The Purge,en,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",2013-05-31,81.585,7386,6.3,86,FALSE,"Horror, Science Fiction, Thriller"
156,396422,Annabelle: Creation,Annabelle: Creation,en,"Several years after the tragic death of their little girl, a doll maker and his wife welcome a nun and several girls from a shuttered orphanage into their home, soon becoming the target of the doll maker's possessed creation—Annabelle.",2017-08-03,81.021,4859,6.6,110,FALSE,"Horror, Mystery, Thriller"
157,754934,Son,Son,en,"When a young boy contracts a mysterious illness, his mother must decide how far she will go to protect him from terrifying forces in her past.",2021-03-18,80.972,206,6,98,FALSE,"Horror, Thriller"
158,786300,Tentacles,Tentacles,en,"A young Los Angeles couple Tara and Sam fall head over heels into a new romance, entwining their lives—until their intimacy transforms into something terrifying.",2021-02-12,78.121,90,6.2,84,FALSE,"Horror, Romance"
159,57084,Satánico pandemonium: la sexorcista,Satanic Pandemonium,es,"Sister Maria is known in the convent for her good works and charity, but, in the secret depths of her sexual fantasies, she is tormented by visions of another world - a world where her forbidden passions are allowed to run free. In this world Satan is her master. As her acts of violence and blasphemy mount, Maria realizes that she has been chosen by the Devil to destroy the convent and lead her sister nuns into hell!",1975-06-26,77.918,55,6.6,89,FALSE,"Horror, Mystery, Thriller"
160,636879,A Nun's Curse,A Nun's Curse,en,A group of travelers are forced to seek shelter inside an abandoned jail where a notorious nun named Sister Monday had once been assigned and was suspected of murdering prisoners.,2020-05-12,77.424,93,6.2,73,FALSE,Horror
161,6537,El orfanato,The Orphanage,es,"A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend.",2007-05-20,76.355,2442,7.2,105,FALSE,"Drama, Horror, Thriller"
162,607383,Aquaslash,Aquaslash,en,"To celebrate their graduation, the teenagers from Valley Hills High School have organized an ’80s-themed party at the old Wet Valley water park. Things turn gruesome when it's revealed that a mysterious maniac has inserted giant razor blades into one of the water slides. The water park thus becomes the backdrop for a bloodbath (literally), and everyone is a suspect...",2019-07-29,75.81,124,4.2,72,FALSE,"Comedy, Horror"
163,60304,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,en,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",2013-01-17,75.4,6015,6,88,FALSE,"Action, Fantasy, Horror"
164,751237,Umma,Umma,en,"Amanda and her daughter live a quiet life on an American farm, but when the remains of her estranged mother arrive from Korea, Amanda becomes haunted by the fear of turning into her own mother.",2022-03-18,74.957,162,5.6,83,FALSE,"Horror, Mystery"
165,565,The Ring,The Ring,en,Rachel Keller is a journalist investigating a videotape that may have killed four teenagers. There is an urban legend about this tape: the viewer will die seven days after watching it. Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring so she can save herself and her son.,2002-10-18,73.898,5208,6.6,115,FALSE,"Horror, Mystery"
166,55779,Final Destination 5,Final Destination 5,en,"In this fifth installment, Death is just as omnipresent as ever, and is unleashed after one man’s premonition saves a group of coworkers from a terrifying suspension bridge collapse. But this group of unsuspecting souls was never supposed to survive, and, in a terrifying race against time, the ill-fated group frantically tries to discover a way to escape Death’s sinister agenda.",2011-08-12,73.733,2809,6.1,92,FALSE,"Horror, Mystery"
167,126889,Alien: Covenant,Alien: Covenant,en,"Bound for a remote planet on the far side of the galaxy, the crew of the colony ship 'Covenant' discovers what is thought to be an uncharted paradise, but is actually a dark, dangerous world—which has a sole inhabitant: the 'synthetic', David, survivor of the doomed Prometheus expedition.",2017-05-09,73.672,7298,6.1,122,FALSE,"Horror, Mystery, Science Fiction"
168,49018,Insidious,Insidious,en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",2010-09-13,73.643,5689,6.9,103,FALSE,"Horror, Thriller"
